Epoch,Reward,Gates passed
351,-258,4
352,-198,2
353,-178,0
354,-147,0
355,-130,0
356,-171,0
357,-211,2
358,-162,1
359,-217,1
360,-172,0
361,-180,1
362,-199,0
363,-161,0
364,-168,0
365,-223,2
366,-166,0
367,-174,0
368,-185,0
369,-347,4
370,-185,0
371,-167,0
372,-179,1
373,-149,0
374,-162,0
375,-303,4
376,-278,2
377,-134,0
378,-141,0
379,-150,0
380,-175,2
381,-171,0
382,-169,0
383,-233,1
384,-334,3
385,-166,2
386,-174,1
387,-174,0
388,-295,2
389,-168,0
390,-195,2
391,-230,1
392,-139,0
393,-219,0
394,-169,0
395,-164,0
396,-186,2
397,-357,6
398,-167,0
399,-200,0
400,-175,0
401,-189,1
402,-198,1
403,-263,3
404,-245,2
405,-198,0
406,-177,0
407,-201,2
408,-172,0
409,-227,1
410,-217,2
411,-269,3
412,-157,0
413,-168,0
414,-186,0
415,-332,3
416,-165,0
417,-309,2
418,-162,0
419,-152,0
420,-211,0
421,-245,2
422,-152,0
423,-152,0
424,-190,0
425,-158,0
426,-159,0
427,-245,2
428,-182,0
429,-163,0
430,-196,0
431,-168,0
432,-179,0
433,-165,0
434,-208,3
435,-339,3
436,-218,2
437,-288,2
438,-291,6
439,-255,2
440,-209,2
441,-344,3
442,-174,0
443,-210,0
444,-266,3
445,-239,3
446,-314,3
447,-174,0
448,-165,0
449,-230,2
450,-162,0
451,-182,0
452,-172,0
453,-251,2
454,-181,0
455,-313,2
456,-163,0
457,-192,3
458,-166,1
459,-173,0
460,-186,1
461,-170,0
462,-153,0
463,-184,1
464,-174,0
465,-143,1
466,-141,0
467,-173,0
468,-195,1
469,-143,0
470,-146,0
471,-328,4
472,-190,2
473,-132,0
474,-135,0
475,-138,0
476,-312,2
477,-311,2
478,-265,3
479,-144,1
480,-132,1
481,-155,0
482,-134,7
483,-162,0
484,-199,1
485,-245,1
486,-283,2
487,-275,2
488,-169,0
489,-166,2
490,-143,1
491,-238,2
492,-294,3
493,-183,1
494,-241,3
495,-136,2
496,-152,0
497,-153,2
498,-176,1
499,-173,0
500,-206,1
501,-174,1
502,-179,0
503,-285,3
504,-215,2
505,-162,2
506,-200,0
507,-217,0
508,-237,3
509,-433,10
510,-199,2
511,-177,1
512,-143,0
513,-185,0
514,-286,2
515,-248,1
516,-210,0
517,-209,1
518,-298,2
519,-240,1
520,-181,0
521,-170,0
522,-135,0
523,-158,0
524,-145,0
525,-334,3
526,-165,1
527,-312,4
528,-202,0
529,-186,0
530,-254,2
531,-342,4
532,-306,3
533,-185,2
534,-334,3
535,-288,3
536,-131,2
537,-134,1
538,-242,4
539,-154,0
540,-139,0
541,-182,1
542,-167,0
543,-140,2
544,-143,1
545,-171,2
546,-135,1
547,-133,1
548,-139,0
549,-149,2
550,-155,0
551,-204,3
552,-163,0
553,-151,0
554,-145,0
555,-198,0
556,-192,0
557,-300,3
558,-158,2
559,-219,3
560,-147,0
561,-143,0
562,-132,0
563,-347,4
564,-194,1
565,-215,1
566,-311,4
567,-149,0
568,-155,0
569,-132,0
570,-139,1
571,-152,0
572,-197,0
573,-315,3
574,-139,0
575,-154,0
576,-172,3
577,-148,0
578,-295,3
579,-183,2
580,-197,1
581,-161,0
582,-150,0
583,-170,0
584,-365,3
585,-239,2
586,-232,3
587,-306,3
588,-170,0
589,-167,0
590,-152,0
591,-189,0
592,-235,2
593,-131,0
594,-142,0
595,-141,0
596,-130,0
597,-137,0
598,-132,0
599,-146,0
600,-129,0
601,-155,0
602,-177,0
603,-148,0
604,-192,0
605,-171,0
606,-188,0
607,-207,0
608,-182,0
609,-127,1
610,-142,0
611,-139,3
612,-261,3
613,-356,3
614,-160,1
615,-174,0
616,-283,4
617,-290,3
618,-309,3
619,-326,3
620,-182,1
621,-154,0
622,-166,0
623,-156,0
624,-124,0
625,-128,0
626,-128,0
627,-127,0
628,-140,0
629,-128,0
630,-186,0
631,-203,1
632,-149,2
633,-144,1
634,-249,2
635,-250,3
636,-137,2
637,-132,2
638,-326,3
639,-270,2
640,-141,0
641,-144,0
642,-151,1
643,-249,2
644,-235,2
645,-187,0
646,-191,0
647,-153,0
648,-281,2
649,-185,0
650,-170,0
651,-259,1
652,-202,0
653,-259,2
654,-211,3
655,-162,0
656,-149,1
657,-153,3
658,-132,1
659,-259,2
660,-217,0
661,-169,0
662,-183,0
663,-172,0
664,-199,0
665,-202,3
666,-168,0
667,-150,0
668,-173,0
669,-165,3
670,-157,0
671,-156,0
672,-216,3
673,-352,4
674,-171,0
675,-170,0
676,-230,4
677,-325,4
678,-218,2
679,-135,1
680,-153,2
681,-136,0
682,-143,2
683,-144,0
684,-210,4
685,-162,1
686,-147,0
687,-163,0
688,-296,4
689,-212,3
690,-166,2
691,-177,0
692,-186,0
693,-325,3
694,-149,0
695,-234,5
696,-153,2
697,-281,3
698,-192,0
699,-168,0
700,-167,0
701,-178,0
702,-163,0
703,-198,0
704,-195,3
705,-186,3
706,-185,1
707,-218,1
708,-165,0
709,-166,0
710,-208,0
711,-175,0
712,-147,0
713,-312,2
714,-166,0
715,-162,0
716,-281,2
717,-254,3
718,-139,1
719,-143,3
720,-266,2
721,-207,0
722,-214,1
723,-217,1
724,-196,3
725,-131,0
726,-204,3
727,-301,2
728,-237,3
729,-169,2
730,-174,2
731,-145,0
732,-144,0
733,-124,0
734,-125,0
735,-138,0
736,-139,2
737,-271,2
738,-315,3
739,-143,1
740,-143,3
741,-176,3
742,-206,4
743,-415,4
744,-187,1
745,-145,0
746,-135,0
747,-144,0
748,-163,0
749,-162,0
750,-143,0
751,-131,0
752,-146,0
753,-264,1
754,-155,0
755,-143,0
756,-192,3
757,-238,3
758,-276,2
759,-294,3
760,-202,0
761,-167,0
762,-166,0
763,-214,1
764,-157,1
765,-144,1
766,-203,0
767,-178,2
768,-245,1
769,-169,0
770,-190,0
771,-300,3
772,-126,0
773,-148,0
774,-371,4
775,-343,3
776,-409,3
777,-183,1
778,-180,0
779,-158,3
780,-328,3
781,-166,0
782,-178,0
783,-308,2
784,-184,2
785,-158,0
786,-329,3
787,-315,3
788,-166,1
789,-195,1
790,-134,1
791,-182,1
792,-157,0
793,-316,3
794,-117,3
795,-266,3
796,-209,2
797,-128,0
798,-132,0
799,-125,0
800,-136,0
801,-136,0
802,-122,0
803,-144,0
804,-147,0
805,-217,0
806,-223,1
807,-153,0
808,-133,0
809,-133,0
810,-131,0
811,-150,0
812,-284,3
813,-134,3
814,-234,4
815,-189,2
816,-126,1
817,-289,5
818,-144,1
819,-321,3
820,-161,3
821,-139,3
822,-267,3
823,-155,0
824,-151,0
825,-167,0
826,-176,0
827,-353,3
828,-142,2
829,-154,0
830,-136,0
831,-149,1
832,-209,1
833,-332,3
834,-318,2
835,-192,1
836,-160,1
837,-145,1
838,-135,0
839,-128,0
840,-166,0
841,-154,0
842,-310,3
843,-196,5
844,-298,3
845,-181,3
846,-132,2
847,-138,2
848,-142,1
849,-149,0
850,-129,0
851,-139,3
852,-133,1
853,-152,0
854,-148,2
855,-120,1
856,-121,1
857,-256,4
858,-299,3
859,-327,3
860,-138,2
861,-129,2
862,-129,1
863,-164,0
864,-257,2
865,-138,2
866,-154,2
867,-120,0
868,-137,0
869,-203,5
870,-183,3
871,-124,0
872,-124,0
873,-183,0
874,-156,0
875,-159,0
876,-136,1
877,-132,1
878,-135,0
879,-267,3
880,-234,3
881,-172,3
882,-210,2
883,-261,1
884,-158,0
885,-162,0
886,-166,0
887,-178,3
888,-165,3
889,-174,2
890,-134,2
891,-147,2
892,-186,3
893,-175,3
894,-156,0
895,-282,3
896,-212,2
897,-146,1
898,-130,0
899,-323,3
900,-177,1
901,-123,0
902,-170,0
903,-243,2
904,-312,3
905,-307,3
906,-139,0
907,-142,0
908,-162,0
909,-198,0
910,-146,0
911,-125,0
912,-122,0
913,-138,0
914,-137,0
915,-122,0
916,-136,0
917,-121,0
918,-238,3
919,-287,18
920,-232,2
921,-255,13
922,-209,4
923,-147,0
924,-125,1
925,-122,0
926,-121,0
927,-123,0
928,-119,0
929,-124,0
930,-314,3
931,-132,0
932,-163,0
933,-169,0
934,-161,0
935,-153,0
936,-166,0
937,-142,0
938,-172,0
939,-312,2
940,-244,2
941,-137,4
942,-233,1
943,-123,0
944,-121,0
945,-132,0
946,-164,4
947,-168,1
948,-318,5
949,-206,1
950,-307,2
951,-135,0
952,-139,0
953,-120,0
954,-125,0
955,-166,3
956,-132,1
957,-122,1
958,-137,1
959,-122,1
960,-150,1
961,-129,2
962,-184,2
963,-159,1
964,-265,4
965,-154,0
966,-161,0
967,-246,1
968,-196,3
969,-167,0
970,-198,1
971,-120,0
972,-121,0
973,-159,0
974,-177,0
975,-178,0
976,-267,3
977,-282,3
978,-362,4
979,-349,4
980,-348,2
981,-196,0
982,-206,0
983,-168,0
984,-165,0
985,-214,2
986,-156,0
987,-143,4
988,-202,3
989,-129,4
990,-193,1
991,-168,0
992,-163,0
993,-168,0
994,-177,0
995,-131,0
996,-153,0
997,-146,0
998,-334,3
999,-200,4

1000,-127,3
1001,-208,1
1002,-171,0
1003,-210,1
1004,-172,0
1005,-222,1
1006,-175,0
1007,-193,0
1008,-286,2
1009,-200,1
1010,-307,2
1011,-186,1
1012,-277,2
1013,-295,3
1014,-240,2
1015,-198,1
1016,-205,0
1017,-217,1
1018,-206,1
1019,-201,1
1020,-225,1
1021,-164,0
1022,-176,0
1023,-179,0
1024,-234,1
1025,-244,1
1026,-232,1
1027,-216,1
1028,-203,0
1029,-256,2
1030,-199,0
1031,-204,0
1032,-210,1
1033,-315,2
1034,-177,0
1035,-200,1
1036,-218,1
1037,-189,0
1038,-186,1
1039,-233,1
1040,-202,1
1041,-156,0
1042,-169,0
1043,-214,1
1044,-229,1
1045,-208,0
1046,-187,0
1047,-203,1
1048,-162,0
1049,-327,3
1050,-211,1
1051,-273,2
1052,-177,0
1053,-177,0
1054,-157,0
1055,-198,0
1056,-196,0
1057,-309,2
1058,-205,1
1059,-254,3
1060,-183,0
1061,-211,1
1062,-208,1
1063,-167,0
1064,-189,1
1065,-188,0
1066,-201,0
1067,-273,2
1068,-222,2
1069,-194,1
1070,-179,0
1071,-219,2
1072,-231,1
1073,-169,0
1074,-172,0
1075,-186,0
1076,-191,0
1077,-162,0
1078,-190,0
1079,-200,1
1080,-171,0
1081,-160,0
1082,-299,2
1083,-191,0
1084,-201,1
1085,-244,1
1086,-265,2
1087,-197,0
1088,-177,0
1089,-202,0
1090,-177,0
1091,-189,1
1092,-246,2
1093,-267,2
1094,-266,2
1095,-218,2
1096,-162,0
1097,-180,0
1098,-190,1
1099,-306,2
1100,-123,2
1101,-321,3
1102,-206,1
1103,-191,1
1104,-251,3
1105,-277,3
1106,-293,3
1107,-270,3
1108,-270,2
1109,-319,3
1110,-269,3
1111,-314,2
1112,-226,1
1113,-252,2
1114,-196,1
1115,-188,0
1116,-180,0
1117,-192,0
1118,-234,1
1119,-190,0
1120,-177,0
1121,-328,3
1122,-162,0
1123,-220,1
1124,-190,0
1125,-179,0
1126,-168,0
1127,-199,0
1128,-279,3
1129,-191,0
1130,-364,2
1131,-293,2
1132,-316,2
1133,-188,0
1134,-227,1
1135,-277,2
1136,-168,0
1137,-173,0
1138,-298,2
1139,-193,0
1140,-205,0
1141,-199,0
1142,-170,0
1143,-204,1
1144,-228,1
1145,-295,2
1146,-286,2
1147,-196,0
1148,-174,1
1149,-174,1
1150,-276,2
1151,-216,0
1152,-185,0
1153,-160,0
1154,-194,0
1155,-200,0
1156,-190,0
1157,-332,2
1158,-326,2
1159,-309,2
1160,-245,3
1161,-157,0
1162,-158,1
1163,-204,1
1164,-306,4
1165,-188,0
1166,-168,0
1167,-166,0
1168,-171,0
1169,-165,0
1170,-152,0
1171,-223,1
1172,-208,1
1173,-205,0
1174,-154,1
1175,-218,1
1176,-205,1
1177,-163,0
1178,-268,3
1179,-333,3
1180,-322,4
1181,-267,3
1182,-157,0
1183,-204,1
1184,-201,3
1185,-282,2
1186,-198,3
1187,-141,0
1188,-186,1
1189,-203,1
1190,-162,1
1191,-155,0
1192,-256,2
1193,-278,2
1194,-308,3
1195,-316,4
1196,-168,0
1197,-276,2
1198,-348,2
1199,-336,3
1200,-334,2
1201,-194,0
1202,-186,0
1203,-187,0
1204,-201,1
1205,-181,0
1206,-147,1
1207,-264,3
1208,-264,3
1209,-160,0
1210,-180,0
1211,-328,3
1212,-159,0
1213,-181,0
1214,-282,3
1215,-210,4
1216,-198,3
1217,-260,3
1218,-196,0
1219,-329,2
1220,-335,2
1221,-141,0
1222,-170,0
1223,-371,4
1224,-171,0
1225,-228,1
1226,-199,1
1227,-324,2
1228,-319,3
1229,-241,1
1230,-291,3
1231,-279,4
1232,-235,2
1233,-209,1
1234,-185,0
1235,-181,0
1236,-168,0
1237,-176,0
1238,-328,3
1239,-283,3
1240,-194,3
1241,-176,2
1242,-149,0
1243,-212,2
1244,-173,0
1245,-270,3
1246,-303,2
1247,-336,3
1248,-143,0
1249,-133,0
1250,-195,1
1251,-196,0
1252,-359,4
1253,-193,1
1254,-130,0
1255,-207,3
1256,-201,0
1257,-149,0
1258,-134,0
1259,-153,0
1260,-304,3
1261,-163,0
1262,-144,0
1263,-168,3
1264,-220,2
1265,-171,1
1266,-138,0
1267,-202,1
1268,-345,4
1269,-364,4
1270,-165,1
1271,-149,0
1272,-240,3
1273,-178,0
1274,-199,2
1275,-173,2
1276,-321,3
1277,-154,0
1278,-126,0
1279,-155,0
1280,-131,0
1281,-192,1
1282,-150,0
1283,-139,0
1284,-186,0
1285,-154,0
1286,-166,0
1287,-163,0
1288,-298,3
1289,-317,3
1290,-208,0
1291,-326,3
1292,-321,3
1293,-174,0
1294,-175,0
1295,-211,0
1296,-196,0
1297,-157,0
1298,-389,5
1299,-272,2
1300,-203,0
1301,-160,0
1302,-142,0
1303,-149,0
1304,-143,0
1305,-131,0
1306,-132,0
1307,-323,2
1308,-144,0
1309,-146,0
1310,-332,2
1311,-133,0
1312,-137,0
1313,-264,3
1314,-143,0
1315,-190,0
1316,-151,0
1317,-141,0
1318,-167,1
1319,-162,0
1320,-362,3
1321,-217,0
1322,-206,1
1323,-180,0
1324,-192,0
1325,-321,2
1326,-458,4
1327,-185,1
1328,-166,0
1329,-191,0
1330,-195,0
1331,-181,0
1332,-163,0
1333,-191,0
1334,-187,0
1335,-352,3
1336,-354,2
1337,-179,0
1338,-186,0
1339,-277,2
1340,-228,1
1341,-189,0
1342,-184,0
1343,-158,0
1344,-195,1
1345,-312,2
1346,-148,4
1347,-258,3
1348,-191,3
1349,-146,1
1350,-215,4
1351,-147,3
1352,-152,0
1353,-128,0
1354,-139,0
1355,-165,0
1356,-148,0
1357,-154,0
1358,-131,1
1359,-157,0
1360,-168,2
1361,-166,0
1362,-186,1
1363,-141,3
1364,-165,3
1365,-184,3
1366,-180,0
1367,-282,3
1368,-137,0
1369,-145,1
1370,-300,3
1371,-185,0
1372,-233,3
1373,-266,4
1374,-252,3
1375,-127,0
1376,-132,0
1377,-172,0
1378,-284,2
1379,-326,3
1380,-316,3
1381,-341,3
1382,-216,2
1383,-324,2
1384,-206,2
1385,-193,1
1386,-150,1
1387,-203,1
1388,-199,1
1389,-208,1
1390,-163,0
1391,-292,3
1392,-256,2
1393,-222,2
1394,-231,2
1395,-248,1
1396,-239,1
1397,-265,2
1398,-214,2
1399,-147,0
1400,-249,3
1401,-180,3
1402,-206,2
1403,-332,6
1404,-295,3
1405,-146,0
1406,-177,3
1407,-184,0
1408,-157,0
1409,-179,0
1410,-196,1
1411,-144,0
1412,-214,0
1413,-279,4
1414,-158,0
1415,-140,0
1416,-135,0
1417,-165,0
1418,-349,3
1419,-291,3
1420,-369,3
1421,-203,0
1422,-309,3
1423,-393,11
1424,-387,9
1425,-217,3
1426,-185,0
1427,-208,3
1428,-151,1
1429,-286,5
1430,-290,3
1431,-222,1
1432,-354,3
1433,-337,3
1434,-163,0
1435,-171,0
1436,-166,0
1437,-173,0
1438,-167,0
1439,-160,0
1440,-149,0
1441,-245,4
1442,-173,0
1443,-160,0
1444,-158,0
1445,-145,0
1446,-130,0
1447,-126,0
1448,-378,3
1449,-228,1
1450,-407,4
1451,-145,0
1452,-357,3
1453,-246,3
1454,-245,2
1455,-189,1
1456,-220,1
1457,-132,0
1458,-132,2
1459,-142,1
1460,-149,0
1461,-162,0
1462,-142,0
1463,-205,2
1464,-352,4
1465,-159,0
1466,-219,2
1467,-130,0
1468,-236,2
1469,-192,0
1470,-141,0
1471,-127,0
1472,-138,0
1473,-129,0
1474,-121,0
1475,-127,0
1476,-122,0
1477,-204,1
1478,-181,1
1479,-129,0
1480,-217,2
1481,-233,2
1482,-297,3
1483,-286,2
1484,-220,0
1485,-318,2
1486,-272,1
1487,-218,0
1488,-198,0
1489,-172,0
1490,-166,1
1491,-151,3
1492,-160,3
1493,-224,3
1494,-261,2
1495,-176,3
1496,-223,3
1497,-206,4
1498,-283,2
1499,-277,2
1500,-234,1
1501,-237,2
1502,-166,2
1503,-238,3
1504,-231,3
1505,-179,2
1506,-210,2
1507,-193,2
1508,-210,3
1509,-217,5
1510,-211,1
1511,-175,3
1512,-190,3
1513,-196,2
1514,-209,2
1515,-208,2
1516,-220,3
1517,-186,3
1518,-137,1
1519,-222,3
1520,-140,0
1521,-227,3
1522,-268,2
1523,-243,2
1524,-144,0
1525,-152,1
1526,-144,0
1527,-148,0
1528,-143,0
1529,-169,0
1530,-171,0
1531,-343,2
1532,-293,4
1533,-287,2
1534,-295,3
1535,-191,1
1536,-200,2
1537,-271,3
1538,-150,0
1539,-131,0
1540,-236,3
1541,-134,0
1542,-152,0
1543,-144,0
1544,-271,3
1545,-189,1
1546,-180,1
1547,-219,2
1548,-243,2
1549,-162,3
1550,-138,0
1551,-164,0
1552,-339,3
1553,-342,3
1554,-157,0
1555,-152,0
1556,-155,0
1557,-138,0
1558,-146,0
1559,-151,1
1560,-193,3
1561,-149,0
1562,-153,0
1563,-154,2
1564,-146,0
1565,-140,0
1566,-165,0
1567,-373,4
1568,-230,2
1569,-213,2
1570,-153,0
1571,-159,0
1572,-154,0
1573,-146,0
1574,-136,0
1575,-125,0
1576,-194,2
1577,-127,0
1578,-151,0
1579,-121,0
1580,-147,0
1581,-146,0
1582,-120,0
1583,-143,0
1584,-314,2
1585,-295,2
1586,-251,1
1587,-154,0
1588,-161,0
1589,-186,0
1590,-168,0
1591,-156,0
1592,-148,0
1593,-135,0
1594,-318,3
1595,-194,2
1596,-156,2
1597,-362,4
1598,-168,0
1599,-164,0
1600,-320,3
1601,-259,3
1602,-145,0
1603,-155,0
1604,-315,2
1605,-205,1
1606,-202,2
1607,-232,2
1608,-275,3
1609,-419,3
1610,-339,3
1611,-302,3
1612,-181,0
1613,-311,3
1614,-154,0
1615,-301,3
1616,-339,2
1617,-293,4
1618,-296,5
1619,-362,2
1620,-279,3
1621,-281,5
1622,-175,3
1623,-164,1
1624,-182,0
1625,-308,3
1626,-180,2
1627,-318,2
1628,-193,0
1629,-220,1
1630,-280,2
1631,-170,0
1632,-151,0
1633,-143,0
1634,-138,0
1635,-156,0
1636,-280,3
1637,-267,3
1638,-120,0
1639,-124,0
1640,-150,0
1641,-129,1
1642,-144,0
1643,-261,15
1644,-164,3
1645,-161,0
1646,-144,1
1647,-130,1
1648,-145,0
1649,-148,0
1650,-157,2
1651,-258,3
1652,-340,2
1653,-256,3
1654,-229,1
1655,-346,7
1656,-285,2
1657,-139,2
1658,-160,2
1659,-151,4
1660,-141,1
1661,-142,1
1662,-179,2
1663,-333,2
1664,-174,2
1665,-260,2
1666,-320,2
1667,-342,2
1668,-254,2
1669,-155,0
1670,-151,0
1671,-154,0
1672,-137,0
1673,-147,0
1674,-155,0
1675,-134,0
1676,-130,0
1677,-126,0
1678,-131,0
1679,-136,0
1680,-145,0
1681,-140,0
1682,-137,0
1683,-154,0
1684,-167,0
1685,-149,0
1686,-164,1
1687,-142,0
1688,-148,0
1689,-138,0
1690,-143,0
1691,-135,0
1692,-129,0
1693,-134,0
1694,-137,0
1695,-127,0
1696,-168,0
1697,-378,5
1698,-120,0
1699,-120,0
1700,-318,6
1701,-163,2
1702,-170,1
1703,-247,1
1704,-419,4
1705,-164,0
1706,-142,0
1707,-132,0
1708,-136,0
1709,-224,2
1710,-309,3
1711,-167,0
1712,-177,2
1713,-123,0
1714,-161,0
1715,-143,0
1716,-142,0
1717,-180,0
1718,-137,0
1719,-178,2
1720,-132,0
1721,-130,0
1722,-145,0
1723,-143,0
1724,-194,3
1725,-171,2
1726,-127,1
1727,-155,1
1728,-175,2
1729,-132,1
1730,-131,0
1731,-150,1
1732,-237,2
1733,-250,2
1734,-219,3
1735,-119,1
1736,-145,0
1737,-138,2
1738,-174,0
1739,-135,0
1740,-129,0
1741,-135,0
1742,-137,0
1743,-132,0
1744,-143,0
1745,-282,2
1746,-268,6
1747,-166,2
1748,-211,2
1749,-173,1
1750,-161,1
1751,-198,2
1752,-175,2
1753,-401,4
1754,-438,4
1755,-216,1
1756,-191,3
1757,-289,5
1758,-322,4
1759,-133,1
1760,-154,0
1761,-155,2
1762,-327,3
1763,-212,2
1764,-298,3
1765,-318,3
1766,-234,2
1767,-355,3
1768,-241,2
1769,-173,2
1770,-140,0
1771,-311,2
1772,-241,2
1773,-152,0
1774,-201,1
1775,-331,3
1776,-175,0
1777,-165,0
1778,-282,2
1779,-193,2
1780,-166,3
1781,-162,2
1782,-194,2
1783,-177,3
1784,-185,0
1785,-139,2
1786,-159,2
1787,-190,0
1788,-176,0
1789,-179,1
1790,-158,0
1791,-152,0
1792,-156,0
1793,-386,4
1794,-277,1
1795,-244,1
1796,-179,0
1797,-190,0
1798,-162,0
1799,-153,0
1800,-221,0
1801,-208,7
1802,-247,3
1803,-219,0
1804,-169,0
1805,-205,0
1806,-195,0
1807,-170,0
1808,-167,0
1809,-219,1
1810,-141,0
1811,-197,0
1812,-313,2
1813,-364,3
1814,-256,1
1815,-158,1
1816,-297,3
1817,-336,5
1818,-150,0
1819,-147,2
1820,-413,6
1821,-320,2
1822,-359,2
1823,-135,0
1824,-130,3
1825,-124,2
1826,-116,3
1827,-133,0
1828,-125,0
1829,-154,0
1830,-126,0
1831,-196,2
1832,-158,3
1833,-129,0
1834,-132,0
1835,-124,0
1836,-125,1
1837,-124,0
1838,-128,0
1839,-143,0
1840,-125,0
1841,-132,0
1842,-331,2
1843,-162,0
1844,-174,0
1845,-133,0
1846,-197,0
1847,-188,0
1848,-263,2
1849,-280,3
1850,-139,0
1851,-273,2
1852,-214,1
1853,-289,3
1854,-247,3
1855,-216,3
1856,-172,0
1857,-270,3
1858,-130,2
1859,-242,3
1860,-213,3
1861,-330,3
1862,-203,1
1863,-144,3
1864,-134,3
1865,-157,0
1866,-142,0
1867,-157,0
1868,-197,3
1869,-294,2
1870,-318,3
